t,x_ref,y_ref,z_ref,x,y,z,vx_ref,vy_ref,vz_ref,vx,vy,vz,ux,uy,uz
57.74,372.679883,167.960687,95.0,371.464466,167.824664,94.999997,4.925907,0.604936,0.0,11.950108,1.359393,1.1e-05,-1.55335,0.326686,8.4e-05
57.75,372.726712,167.966438,95.0,371.5773,167.837466,94.999997,4.445294,0.545913,0.0,11.283408,1.280283,1.1e-05,-4.404169,0.022564,8.1e-05
57.76,372.768845,167.971613,95.0,371.683646,167.849501,94.999997,3.986789,0.489606,0.0,10.634593,1.203432,1.1e-05,-7.055023,-0.260144,7.8e-05
57.77,372.806507,167.976238,95.0,371.783687,167.86079,94.999997,3.550822,0.436066,0.0,10.004066,1.12889,1e-05,-9.502339,-0.521056,7.6e-05
57.78,372.839925,167.980342,95.0,371.877609,167.871357,94.999997,3.137824,0.385347,0.0,9.392232,1.056706,1e-05,-11.742524,-0.759785,7.3e-05
57.79,372.86933,167.983953,95.0,371.965604,167.881226,94.999997,2.748228,0.337502,0.0,8.7995,0.986932,9e-06,-13.771965,-0.975944,7e-05
57.8,372.894958,167.9871,95.0,372.047867,167.890422,94.999998,2.382472,0.292584,0.0,8.22628,0.919618,9e-06,-15.587029,-1.169144,6.8e-05
57.81,372.917051,167.989813,95.0,372.124597,167.89897,94.999998,2.040994,0.250648,0.0,7.672984,0.854815,9e-06,-17.184065,-1.338994,6.5e-05
57.82,372.935853,167.992122,95.0,372.195997,167.906896,94.999998,1.724235,0.211748,0.0,7.140029,0.792575,9e-06,-18.559401,-1.485098,6.3e-05
57.83,372.951613,167.994058,95.0,372.262275,167.914226,94.999998,1.432638,0.175938,0.0,6.627832,0.73295,8e-06,-19.709344,-1.607062,6.1e-05
57.84,372.964585,167.995651,95.0,372.323643,167.920986,94.999998,1.166651,0.143273,0.0,6.136813,0.67599,8e-06,-20.630185,-1.704487,5.9e-05
57.85,372.975028,167.996933,95.0,372.380317,167.927203,94.999998,0.926721,0.113808,0.0,5.667395,0.621749,8e-06,-21.318193,-1.776973,5.7e-05
57.86,372.983204,167.997937,95.0,372.432517,167.932906,94.999998,0.7133,0.087598,0.0,5.220003,0.57028,7e-06,-21.769617,-1.824118,5.5e-05
57.87,372.989381,167.998696,95.0,372.480468,167.938122,94.999998,0.526841,0.0647,0.0,4.795065,0.521634,7e-06,-21.980686,-1.845517,5.3e-05
57.88,372.993831,167.999242,95.0,372.524398,167.942881,94.999998,0.3678,0.045168,0.0,4.393011,0.475866,7e-06,-21.947612,-1.840765,5.1e-05
57.89,372.996829,167.999611,95.0,372.564541,167.947211,94.999998,0.236636,0.029061,0.0,4.014273,0.433028,7e-06,-21.666585,-1.809452,4.9e-05
57.9,372.998657,167.999835,95.0,372.601134,167.951143,94.999998,0.133809,0.016433,0.0,3.659287,0.393175,6e-06,-21.133776,-1.751168,4.7e-05
57.91,372.9996,167.999951,95.0,372.634419,167.954706,94.999998,0.059783,0.007342,0.0,3.328489,0.356361,6e-06,-20.345337,-1.6655,4.6e-05
57.92,372.99995,167.999994,95.0,372.664642,167.957933,94.999998,0.015024,0.001845,0.0,3.02232,0.322639,6e-06,-19.297398,-1.552033,4.4e-05
57.93,373.0,168.0,95.0,372.692054,167.960854,94.999998,0.0,0.0,0.0,2.741223,0.292066,6e-06,-17.986072,-1.41035,4.2e-05
57.94,373.0,168.0,95.0,372.71691,167.9635,94.999999,0.0,0.0,0.0,2.485641,0.264695,6e-06,-16.407452,-1.240032,4.1e-05
57.95,373.0,168.0,95.0,372.739465,167.965905,94.999999,0.0,0.0,0.0,2.255491,0.240501,5e-06,-14.637446,-1.050462,3.9e-05
57.96,373.0,168.0,95.0,372.759951,167.968097,94.999999,0.0,0.0,0.0,2.048601,0.219139,5e-06,-12.989581,-0.879947,3.8e-05
57.97,373.0,168.0,95.0,372.778576,167.970099,94.999999,0.0,0.0,0.0,1.862508,0.200232,5e-06,-11.525111,-0.734826,3.7e-05
57.98,373.0,168.0,95.0,372.795526,167.971934,94.999999,0.0,0.0,0.0,1.695016,0.183457,5e-06,-10.223726,-0.611412,3.5e-05
57.99,373.0,168.0,95.0,372.810968,167.973619,94.999999,0.0,0.0,0.0,1.544166,0.168534,5e-06,-9.067359,-0.506548,3.4e-05
58.0,373.0,168.0,95.0,372.82505,167.975171,94.999999,0.0,0.0,0.0,1.408211,0.155223,4e-06,-8.039944,-0.417532,3.3e-05
58.01,373.0,168.0,95.0,372.837906,167.976604,94.999999,0.0,0.0,0.0,1.285592,0.143318,4e-06,-7.127185,-0.342052,3.2e-05
58.02,373.0,168.0,95.0,372.849655,167.977931,94.999999,0.0,0.0,0.0,1.174918,0.13264,4e-06,-6.316371,-0.27813,3.1e-05
58.03,373.0,168.0,95.0,372.860405,167.979161,94.999999,0.0,0.0,0.0,1.074947,0.123035,4e-06,-5.596195,-0.224072,3e-05
58.04,373.0,168.0,95.0,372.870251,167.980305,94.999999,0.0,0.0,0.0,0.984573,0.114371,4e-06,-4.956599,-0.178432,2.8e-05
58.05,373.0,168.0,95.0,372.879279,167.98137,94.999999,0.0,0.0,0.0,0.902805,0.106533,4e-06,-4.38864,-0.139969,2.7e-05
58.06,373.0,168.0,95.0,372.887566,167.982365,94.999999,0.0,0.0,0.0,0.828759,0.099422,4e-06,-3.884361,-0.107624,2.7e-05
58.07,373.0,168.0,95.0,372.895183,167.983294,94.999999,0.0,0.0,0.0,0.761648,0.092952,3e-06,-3.436689,-0.080492,2.6e-05
58.08,373.0,168.0,95.0,372.90219,167.984165,94.999999,0.0,0.0,0.0,0.700764,0.087048,3e-06,-3.039331,-0.057798,2.5e-05
58.09,373.0,168.0,95.0,372.908645,167.984981,94.999999,0.0,0.0,0.0,0.645479,0.081646,3e-06,-2.686691,-0.038879,2.4e-05
58.1,373.0,168.0,95.0,372.914597,167.985748,94.999999,0.0,0.0,0.0,0.595228,0.07669,3e-06,-2.373793,-0.023169,2.3e-05
58.11,373.0,168.0,95.0,372.920092,167.986469,94.999999,0.0,0.0,0.0,0.549508,0.072132,3e-06,-2.096213,-0.010185,2.2e-05
58.12,373.0,168.0,95.0,372.925171,167.987148,94.999999,0.0,0.0,0.0,0.507867,0.067928,3e-06,-1.850016,0.000487,2.1e-05
58.13,373.0,168.0,95.0,372.92987,167.987789,94.999999,0.0,0.0,-0.0,0.469903,0.064042,3e-06,-1.631702,0.009199,2.1e-05
58.14,373.0,168.0,94.99955,372.934223,167.988393,94.999999,0.0,0.0,-0.135277,0.435254,0.060442,3e-06,-1.43816,0.016252,2e-05
58.15,373.0,168.0,94.996447,372.938259,167.988964,94.999881,0.0,0.0,-0.531818,0.403596,0.057099,-0.011809,-1.266625,0.021904,-0.944912
58.16,373.0,168.0,94.988162,372.942005,167.989504,94.998989,0.0,0.0,-1.175872,0.37464,0.053988,-0.089261,-1.114636,0.026374,-6.314286
58.17,373.0,168.0,94.972305,372.945486,167.990015,94.996224,0.0,0.0,-2.053925,0.348126,0.051087,-0.276432,-0.980008,0.029848,-15.866234
58.18,373.0,168.0,94.946616,372.948725,167.990499,94.990233,0.0,0.0,-3.152708,0.323821,0.048378,-0.5991,-0.860796,0.032487,-28.577791
58.19,373.0,168.0,94.908967,372.95174,167.990957,94.979521,0.0,0.0,-4.459192,0.301515,0.045843,-1.071183,-0.755272,0.034425,-43.757638
58.2,373.0,168.0,94.857358,372.95455,167.991392,94.962532,0.0,0.0,-5.960589,0.281021,0.043467,-1.698905,-0.6619,0.035778,-60.929546
58.21,373.0,168.0,94.789915,372.957172,167.991804,94.937697,0.0,0.0,-7.644352,0.262172,0.041237,-2.483502,-0.579315,0.036645,-79.756881
58.22,373.0,168.0,94.704888,372.95962,167.992196,94.903467,0.0,0.0,-9.498177,0.244814,0.03914,-3.422986,-0.506304,0.037109,-99.993699
58.23,373.0,168.0,94.600646,372.961908,167.992567,94.858335,0.0,0.0,-11.509998,0.228812,0.037167,-4.513276,-0.441787,0.03724,-121.453074
58.24,373.0,168.0,94.47568,372.964048,167.99292,94.800845,0.0,0.0,-13.667995,0.214043,0.035308,-5.748949,-0.384807,0.037099,-143.986602
58.25,373.0,168.0,94.328593,372.966052,167.993256,94.729608,0.0,0.0,-15.960585,0.200397,0.033555,-7.12372,-0.334511,0.036736,-167.471137
58.26,373.0,168.0,94.158106,372.96793,167.993575,94.6433,0.0,0.0,-18.376428,0.187775,0.031899,-8.630757,-0.290144,0.036195,-191.800209
58.27,373.0,168.0,93.963049,372.969691,167.993878,94.540672,0.0,0.0,-20.904425,0.176087,0.030334,-10.262894,-0.251032,0.035512,-216.878493
58.28,373.0,168.0,93.742362,372.971343,167.994167,94.420544,0.0,0.0,-23.533719,0.165252,0.028854,-12.01276,-0.216578,0.034717,-242.618233
58.29,373.0,168.0,93.495092,372.972895,167.994441,94.281815,0.0,0.0,-26.253694,0.155197,0.027453,-13.872877,-0.186252,0.033837,-268.936947
58.3,373.0,168.0,93.220388,372.974354,167.994703,94.123458,0.0,0.0,-29.053974,0.145856,0.026126,-15.835717,-0.159583,0.032892,-295.755959
58.31,373.0,168.0,92.917505,372.975726,167.994951,93.944521,0.0,0.0,-31.924427,0.137169,0.024868,-17.893745,-0.136152,0.031901,-322.999454
58.32,373.0,168.0,92.585793,372.977016,167.995188,93.744126,0.0,0.0,-34.855158,0.129083,0.023674,-20.039451,-0.115587,0.03088,-350.593896
58.33,373.0,168.0,92.224702,372.978232,167.995414,93.521472,0.0,0.0,-37.836518,0.121548,0.022542,-22.265365,-0.097559,0.029839,-378.467652
58.34,373.0,168.0,91.833777,372.979377,167.995628,93.275832,0.0,0.0,-40.859097,0.11452,0.021467,-24.564079,-0.081776,0.028791,-406.550774
58.35,373.0,168.0,91.412653,372.980457,167.995833,93.006549,0.0,0.0,-43.913725,0.107959,0.020446,-26.928255,-0.067976,0.027743,-434.774862
58.36,373.0,168.0,90.961056,372.981475,167.996027,92.713043,0.0,0.0,-46.991476,0.101829,0.019476,-29.350636,-0.055929,0.026702,-463.072998
58.37,373.0,168.0,90.4788,372.982436,167.996213,92.394802,0.0,0.0,-50.083663,0.096095,0.018554,-31.824053,-0.045432,0.025674,-491.379711
58.38,373.0,168.0,89.965784,372.983343,167.99639,92.051388,0.0,0.0,-53.181842,0.090728,0.017677,-34.341433,-0.036302,0.024663,-519.630966
58.39,373.0,168.0,89.421989,372.9842,167.996558,91.68243,0.0,0.0,-56.27781,0.0857,0.016843,-36.895806,-0.028378,0.023673,-547.764175
58.4,373.0,168.0,88.847476,372.98501,167.996719,91.287627,0.0,0.0,-59.363603,0.080986,0.01605,-39.480308,-0.021518,0.022707,-575.718207
58.41,373.0,168.0,88.242386,372.985776,167.996872,90.866745,0.0,0.0,-62.431502,0.076563,0.015295,-42.088187,-0.015595,0.021766,-603.433416
58.42,373.0,168.0,87.606934,372.9865,167.997017,90.419617,0.0,0.0,-65.474026,0.072409,0.014576,-44.71281,-0.010497,0.020853,-630.851663
58.43,373.0,168.0,86.941408,372.987185,167.997156,89.94614,0.0,0.0,-68.483937,0.068507,0.013892,-47.347663,-0.006124,0.019968,-657.916341
58.44,373.0,168.0,86.246167,372.987833,167.997289,89.446276,0.0,0.0,-71.454239,0.064837,0.013241,-49.98636,-0.00239,0.019112,-684.572404
58.45,373.0,168.0,85.521638,372.988447,167.997415,88.92005,0.0,0.0,-74.378174,0.061384,0.012621,-52.622645,0.000785,0.018286,-710.766399
58.46,373.0,168.0,84.768314,372.989028,167.997535,88.367546,0.0,0.0,-77.24923,0.058133,0.012031,-55.250395,0.003469,0.01749,-736.446484
58.47,373.0,168.0,83.986753,372.989579,167.99765,87.78891,0.0,0.0,-80.061132,0.055071,0.011468,-57.863627,0.005722,0.016722,-761.562464
58.48,373.0,168.0,83.177572,372.990101,167.997759,87.184345,0.0,0.0,-82.807848,0.052185,0.010933,-60.456496,0.0076,0.015984,-786.065812
58.49,373.0,168.0,82.341447,372.990596,167.997863,86.554112,0.0,0.0,-85.483589,0.049463,0.010422,-63.023305,0.009149,0.015275,-809.909696
58.5,373.0,168.0,81.479113,372.991065,167.997963,85.898527,0.0,0.0,-88.082803,0.046894,0.009936,-65.558505,0.010412,0.014594,-833.049004
58.51,373.0,168.0,80.591355,372.991509,167.998058,85.21796,0.0,0.0,-90.600185,0.044469,0.009472,-68.056696,0.011426,0.01394,-855.440368
58.52,373.0,168.0,79.679012,372.991931,167.998148,84.512833,0.0,0.0,-93.030665,0.042179,0.009031,-70.512636,0.012223,0.013314,-877.042185
58.53,373.0,168.0,78.742973,372.992331,167.998234,83.783621,0.0,0.0,-95.36942,0.040015,0.00861,-72.92124,0.012833,0.012713,-897.814643
58.54,373.0,168.0,77.78417,372.992711,167.998316,83.030845,0.0,0.0,-97.611864,0.037969,0.008209,-75.277582,0.013281,0.012138,-917.719739
58.55,373.0,168.0,76.803583,372.993071,167.998394,82.255076,0.0,0.0,-99.753654,0.036035,0.007827,-77.5769,0.013589,0.011588,-936.721302
58.56,373.0,168.0,75.802233,372.993413,167.998469,81.45693,0.0,0.0,-101.79069,0.034205,0.007462,-79.8146,0.013778,0.011061,-954.785013
58.57,373.0,168.0,74.781179,372.993738,167.99854,80.637068,0.0,0.0,-103.71911,0.032473,0.007115,-81.986256,0.013864,0.010556,-971.878424
58.58,373.0,168.0,73.74152,372.994046,167.998608,79.796192,0.0,0.0,-105.535295,0.030834,0.006784,-84.087611,0.013863,0.010074,-987.970975
58.59,373.0,168.0,72.684386,372.994339,167.998673,78.935046,0.0,0.0,-107.235867,0.029281,0.006468,-86.114585,0.013788,0.009614,-1003.034014
58.6,373.0,168.0,71.610944,372.994617,167.998734,78.054413,0.0,0.0,-108.81769,0.02781,0.006167,-88.063272,0.013652,0.009173,-1017.040816
58.61,373.0,168.0,70.522386,372.994881,167.998793,77.155114,0.0,0.0,-110.277868,0.026417,0.00588,-89.929945,0.013463,0.008752,-1029.966595
58.62,373.0,168.0,69.419936,372.995132,167.998849,76.238003,0.0,0.0,-111.613748,0.025096,0.005607,-91.711059,0.013231,0.00835,-1041.788525
58.63,373.0,168.0,68.304841,372.995371,167.998903,75.30397,0.0,0.0,-112.822916,0.023844,0.005346,-93.403248,0.012965,0.007966,-1052.485751
58.64,373.0,168.0,67.178369,372.995597,167.998954,74.353937,0.0,0.0,-113.903201,0.022657,0.005098,-95.003335,0.01267,0.0076,-1062.039409
58.65,373.0,168.0,66.041813,372.995813,167.999002,73.388854,0.0,0.0,-114.852673,0.021531,0.004861,-96.508326,0.012353,0.007249,-1070.432638
58.66,373.0,168.0,64.896479,372.996017,167.999049,72.4097,0.0,0.0,-115.669643,0.020463,0.004635,-97.915418,0.012018,0.006915,-1077.650593
58.67,373.0,168.0,63.743693,372.996212,167.999093,71.41748,0.0,0.0,-116.352662,0.019449,0.00442,-99.221996,0.011671,0.006596,-1083.680459
58.68,373.0,168.0,62.584791,372.996397,167.999135,70.413223,0.0,0.0,-116.900526,0.018487,0.004214,-100.42564,0.011315,0.006292,-1088.511465
58.69,373.0,168.0,61.421121,372.996572,167.999175,69.397982,0.0,0.0,-117.312268,0.017574,0.004018,-101.524121,0.010953,0.006001,-1092.134898
58.7,373.0,168.0,60.254039,372.99674,167.999213,68.372828,0.0,0.0,-117.587165,0.016708,0.003832,-102.515407,0.010588,0.005723,-1094.544112
58.71,373.0,168.0,59.084907,372.996898,167.99925,67.338851,0.0,0.0,-117.724734,0.015885,0.003654,-103.397663,0.010222,0.005459,-1095.73454
58.72,373.0,168.0,57.915093,372.997049,167.999285,66.297159,0.0,0.0,-117.724734,0.015103,0.003484,-104.169252,0.009859,0.005206,-1095.703707
58.73,373.0,168.0,56.745961,372.997193,167.999318,65.248872,0.0,0.0,-117.587165,0.014361,0.003322,-104.828736,0.009498,0.004965,-1094.451241
58.74,373.0,168.0,55.578879,372.99733,167.99935,64.195123,0.0,0.0,-117.312268,0.013656,0.003168,-105.37488,0.009142,0.004735,-1091.978881
58.75,373.0,168.0,54.415209,372.997459,167.99938,63.137056,0.0,0.0,-116.900526,0.012986,0.003021,-105.806651,0.008792,0.004516,-1088.29049
58.76,373.0,168.0,53.256307,372.997583,167.999409,62.075824,0.0,0.0,-116.352662,0.01235,0.00288,-106.12322,0.008448,0.004307,-1083.392062
58.77,373.0,168.0,52.103521,372.9977,167.999436,61.012584,0.0,0.0,-115.669643,0.011746,0.002746,-106.323964,0.008112,0.004107,-1077.291735
58.78,373.0,168.0,50.958187,372.997812,167.999462,59.9485,0.0,0.0,-114.852673,0.011171,0.002619,-106.408466,0.007785,0.003917,-1069.999796
58.79,373.0,168.0,49.821631,372.997918,167.999487,58.884735,0.0,0.0,-113.903201,0.010625,0.002497,-106.376517,0.007466,0.003735,-1061.528693
58.8,373.0,168.0,48.695159,372.998019,167.999511,57.822453,0.0,0.0,-112.822916,0.010106,0.002381,-106.228115,0.007156,0.003562,-1051.893041
58.81,373.0,168.0,47.580064,372.998116,167.999534,56.762819,0.0,0.0,-111.613748,0.009613,0.002271,-105.963471,0.006856,0.003397,-1041.109632
58.82,373.0,168.0,46.477614,372.998207,167.999555,55.706989,0.0,0.0,-110.277868,0.009144,0.002165,-105.583005,0.006565,0.003239,-1029.197441
58.83,373.0,168.0,45.389056,372.998294,167.999576,54.656115,0.0,0.0,-108.81769,0.008698,0.002065,-105.08735,0.006283,0.003089,-1016.177637
58.84,373.0,168.0,44.315614,372.998377,167.999596,53.611342,0.0,0.0,-107.235867,0.008274,0.001969,-104.477351,0.006012,0.002946,-1002.073586
58.85,373.0,168.0,43.25848,372.998455,167.999615,52.573801,0.0,0.0,-105.535295,0.007871,0.001877,-103.754068,0.00575,0.002809,-986.91086
58.86,373.0,168.0,42.218821,372.99853,167.999632,51.544613,0.0,0.0,-103.71911,0.007488,0.00179,-102.918775,0.005497,0.002679,-970.717245
58.87,373.0,168.0,41.197767,372.998602,167.999649,50.524884,0.0,0.0,-101.79069,0.007124,0.001707,-101.972962,0.005254,0.002555,-953.522745
58.88,373.0,168.0,40.196417,372.998669,167.999666,49.5157,0.0,0.0,-99.753654,0.006777,0.001628,-100.918337,0.00502,0.002436,-935.359591
58.89,373.0,168.0,39.21583,372.998734,167.999681,48.518132,0.0,0.0,-97.611864,0.006448,0.001552,-99.756823,0.004795,0.002323,-916.262246
58.9,373.0,168.0,38.257027,372.998795,167.999696,47.533226,0.0,0.0,-95.36942,0.006134,0.00148,-98.490563,0.004579,0.002215,-896.267408
58.91,373.0,168.0,37.320988,372.998854,167.99971,46.562007,0.0,0.0,-93.030665,0.005836,0.001411,-97.121918,0.004372,0.002112,-875.414023
58.92,373.0,168.0,36.408645,372.998909,167.999724,45.605472,0.0,0.0,-90.600185,0.005553,0.001346,-95.653469,0.004173,0.002014,-853.74328
58.93,373.0,168.0,35.520887,372.998962,167.999736,44.664592,0.0,0.0,-88.082803,0.005283,0.001283,-94.088018,0.003983,0.001921,-831.298627
58.94,373.0,168.0,34.658553,372.999012,167.999749,43.740306,0.0,0.0,-85.483589,0.005027,0.001224,-92.428588,0.0038,0.001832,-808.125769
58.95,373.0,168.0,33.822428,372.99906,167.99976,42.833522,0.0,0.0,-82.807848,0.004783,0.001167,-90.678423,0.003625,0.001747,-784.272675
58.96,373.0,168.0,33.013247,372.999105,167.999772,41.945112,0.0,0.0,-80.061132,0.004551,0.001113,-88.84099,0.003458,0.001665,-759.789583
58.97,373.0,168.0,32.231686,372.999149,167.999782,41.075912,0.0,0.0,-77.24923,0.00433,0.001061,-86.919979,0.003298,0.001588,-734.729005
58.98,373.0,168.0,31.478362,372.99919,167.999792,40.226719,0.0,0.0,-74.378174,0.00412,0.001012,-84.919303,0.003144,0.001514,-709.14573
58.99,373.0,168.0,30.753833,372.999229,167.999802,39.398288,0.0,0.0,-71.454239,0.00392,0.000965,-82.8431,0.002998,0.001444,-683.09683
59.0,373.0,168.0,30.058592,372.999266,167.999811,38.591331,0.0,0.0,-68.483937,0.00373,0.00092,-80.695734,0.002858,0.001377,-656.641661
59.01,373.0,168.0,29.393066,372.999302,167.99982,37.806513,0.0,0.0,-65.474026,0.00355,0.000877,-78.48179,0.002724,0.001313,-629.841872
59.02,373.0,168.0,28.757614,372.999336,167.999828,37.044452,0.0,0.0,-62.431502,0.003378,0.000836,-76.206084,0.002596,0.001252,-602.761403
59.03,373.0,168.0,28.152524,372.999368,167.999836,36.305716,0.0,0.0,-59.363603,0.003214,0.000798,-73.873655,0.002474,0.001194,-575.466494
59.04,373.0,168.0,27.578011,372.999398,167.999844,35.590818,0.0,0.0,-56.27781,0.003058,0.000761,-71.489769,0.002358,0.001139,-548.025684
59.05,373.0,168.0,27.034216,372.999428,167.999851,34.900219,0.0,0.0,-53.181842,0.00291,0.000725,-69.059921,0.002247,0.001086,-520.509818
59.06,373.0,168.0,26.5212,372.999455,167.999858,34.234321,0.0,0.0,-50.083663,0.002769,0.000692,-66.589831,0.002141,0.001035,-492.992048
59.07,373.0,168.0,26.038944,372.999482,167.999865,33.593466,0.0,0.0,-46.991476,0.002635,0.000659,-64.08545,0.002039,0.000987,-465.547838
59.08,373.0,168.0,25.587347,372.999507,167.999871,32.977937,0.0,0.0,-43.913725,0.002508,0.000629,-61.552956,0.001943,0.000941,-438.254965
59.09,373.0,168.0,25.166223,372.999531,167.999877,32.387949,0.0,0.0,-40.859097,0.002386,0.0006,-58.998756,0.00185,0.000898,-411.193522
59.1,373.0,168.0,24.775298,372.999553,167.999883,31.823654,0.0,0.0,-37.836518,0.002271,0.000572,-56.429485,0.001762,0.000856,-384.445925
59.11,373.0,168.0,24.414207,372.999575,167.999888,31.285134,0.0,0.0,-34.855158,0.002161,0.000545,-53.852011,0.001679,0.000816,-358.09691
59.12,373.0,168.0,24.082495,372.999595,167.999893,30.7724,0.0,0.0,-31.924427,0.002056,0.00052,-51.273429,0.001599,0.000778,-332.233538
59.13,373.0,168.0,23.779612,372.999615,167.999898,30.285389,0.0,0.0,-29.053974,0.001957,0.000496,-48.701065,0.001522,0.000742,-306.9452
59.14,373.0,168.0,23.504908,372.999634,167.999903,29.823964,0.0,0.0,-26.253694,0.001862,0.000473,-46.142477,0.00145,0.000708,-282.323616
59.15,373.0,168.0,23.257638,372.999651,167.999907,29.38791,0.0,0.0,-23.533719,0.001772,0.000451,-43.605453,0.001381,0.000675,-258.462839
59.16,373.0,168.0,23.036951,372.999668,167.999912,28.97693,0.0,0.0,-20.904425,0.001686,0.00043,-41.098012,0.001315,0.000644,-235.459256
59.17,373.0,168.0,22.841894,372.999684,167.999916,28.590646,0.0,0.0,-18.376428,0.001605,0.00041,-38.628405,0.001252,0.000614,-213.411592
59.18,373.0,168.0,22.671407,372.9997,167.99992,28.228594,0.0,0.0,-15.960585,0.001527,0.000391,-36.205116,0.001192,0.000585,-192.420912
59.19,373.0,168.0,22.52432,372.999714,167.999923,27.890226,0.0,0.0,-13.667995,0.001453,0.000373,-33.836859,0.001135,0.000558,-172.59062
59.2,373.0,168.0,22.399354,372.999728,167.999927,27.5749,0.0,0.0,-11.509998,0.001383,0.000355,-31.532583,0.00108,0.000532,-154.026467
59.21,373.0,168.0,22.295112,372.999741,167.99993,27.281885,0.0,0.0,-9.498177,0.001316,0.000339,-29.301467,0.001029,0.000507,-136.836546
59.22,373.0,168.0,22.210085,372.999754,167.999934,27.010356,0.0,0.0,-7.644352,0.001252,0.000323,-27.152925,0.000979,0.000484,-121.131298
59.23,373.0,168.0,22.142642,372.999765,167.999937,26.75939,0.0,0.0,-5.960589,0.001192,0.000308,-25.096603,0.000932,0.000461,-107.023515
59.24,373.0,168.0,22.091033,372.999777,167.99994,26.527966,0.0,0.0,-4.459192,0.001134,0.000294,-23.142382,0.000887,0.00044,-94.628336
59.25,373.0,168.0,22.053384,372.999788,167.999942,26.314963,0.0,0.0,-3.152708,0.001079,0.00028,-21.300375,0.000845,0.000419,-84.063255
59.26,373.0,168.0,22.027695,372.999798,167.999945,26.119153,0.0,0.0,-2.053925,0.001027,0.000267,-19.580929,0.000804,0.0004,-75.448119
59.27,373.0,168.0,22.011838,372.999808,167.999948,25.939207,0.0,0.0,-1.175872,0.000977,0.000255,-17.994627,0.000766,0.000381,-68.905131
59.28,373.0,168.0,22.003553,372.999817,167.99995,25.773684,0.0,0.0,-0.531818,0.00093,0.000243,-16.552285,0.000729,0.000364,-64.558849
59.29,373.0,168.0,22.00045,372.999826,167.999952,25.621035,0.0,0.0,-0.135277,0.000885,0.000232,-15.264951,0.000694,0.000347,-62.536192
59.3,373.0,168.0,22.0,372.999834,167.999955,25.479595,0.0,0.0,0.0,0.000842,0.000221,-14.143913,0.00066,0.000331,-62.966437
59.31,373.0,168.0,22.0,372.999842,167.999957,25.347589,0.0,0.0,0.0,0.000802,0.000211,-13.200689,0.000628,0.000315,-65.981222
59.32,373.0,168.0,22.0,372.99985,167.999959,25.223239,0.0,0.0,0.0,0.000763,0.000201,-12.434916,0.000598,0.000301,-70.745076
59.33,373.0,168.0,22.0,372.999857,167.999961,25.105231,0.0,0.0,0.0,0.000726,0.000192,-11.800872,0.000569,0.000287,-73.625613
59.34,373.0,168.0,22.0,372.999864,167.999962,24.99266,0.0,0.0,0.0,0.000691,0.000183,-11.257083,0.000542,0.000273,-74.505629
59.35,373.0,168.0,22.0,372.999871,167.999964,24.884895,0.0,0.0,0.0,0.000657,0.000174,-10.776502,0.000516,0.000261,-74.124318
59.36,373.0,168.0,22.0,372.999877,167.999966,24.781481,0.0,0.0,0.0,0.000626,0.000166,-10.341432,0.000491,0.000249,-72.959445
59.37,373.0,168.0,22.0,372.999883,167.999967,24.682078,0.0,0.0,0.0,0.000595,0.000158,-9.940246,0.000467,0.000237,-71.319407
59.38,373.0,168.0,22.0,372.999888,167.999969,24.586426,0.0,0.0,0.0,0.000567,0.000151,-9.565251,0.000445,0.000226,-69.40289
59.39,373.0,168.0,22.0,372.999894,167.99997,24.494312,0.0,0.0,0.0,0.000539,0.000144,-9.211314,0.000423,0.000216,-67.337531
59.4,373.0,168.0,22.0,372.999899,167.999972,24.405563,0.0,0.0,0.0,0.000513,0.000137,-8.874962,0.000403,0.000206,-65.204962
59.41,373.0,168.0,22.0,372.999904,167.999973,24.320025,0.0,0.0,0.0,0.000488,0.000131,-8.553805,0.000383,0.000196,-63.057045
59.42,373.0,168.0,22.0,372.999909,167.999974,24.237563,0.0,0.0,0.0,0.000465,0.000125,-8.246159,0.000365,0.000187,-60.926383
59.43,373.0,168.0,22.0,372.999913,167.999976,24.158055,0.0,0.0,0.0,0.000442,0.000119,-7.950803,0.000347,0.000178,-58.83314
59.44,373.0,168.0,22.0,372.999917,167.999977,24.081387,0.0,0.0,0.0,0.000421,0.000114,-7.666821,0.000331,0.00017,-56.789449
59.45,373.0,168.0,22.0,372.999921,167.999978,24.007452,0.0,0.0,0.0,0.0004,0.000108,-7.393497,0.000315,0.000162,-54.802274
59.46,373.0,168.0,22.0,372.999925,167.999979,23.936149,0.0,0.0,0.0,0.000381,0.000103,-7.13025,0.000299,0.000155,-52.875261
59.47,373.0,168.0,22.0,372.999929,167.99998,23.867384,0.0,0.0,0.0,0.000363,9.8e-05,-6.876593,0.000285,0.000147,-51.009937
59.48,373.0,168.0,22.0,372.999932,167.999981,23.801063,0.0,0.0,0.0,0.000345,9.4e-05,-6.6321,0.000271,0.000141,-49.206485
59.49,373.0,168.0,22.0,372.999935,167.999982,23.737099,0.0,0.0,0.0,0.000328,9e-05,-6.396391,0.000258,0.000134,-47.464247
59.5,373.0,168.0,22.0,372.999938,167.999982,23.675407,0.0,0.0,0.0,0.000313,8.5e-05,-6.169117,0.000246,0.000128,-45.782045
59.51,373.0,168.0,22.00045,372.999941,167.999983,23.615908,0.0,0.0,0.135277,0.000297,8.1e-05,-5.949958,0.000234,0.000122,-44.158393
