scenario_id,task_id,tube_id,parameter_set_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,task_tracking_status,notes
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,balanced_pid,0.095,0.007,0.048,1.354,0.095,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-052,TUBE-7B1-052,conservative_pid,6.031,1.373,2.57,12.533,4.088,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,aggressive_pid,0.021,0.006,0.03,0.277,0.079,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,balanced_pid,0.076,0.057,0.052,0.845,0.657,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-053,TUBE-7B1-053,conservative_pid,3.176,2.397,2.779,8.789,6.836,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,aggressive_pid,0.048,0.02,0.029,0.647,0.275,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,balanced_pid,0.063,0.043,0.051,0.838,0.46,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-054,TUBE-7B1-054,conservative_pid,4.399,2.044,2.73,11.072,4.697,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,aggressive_pid,0.043,0.016,0.03,0.52,0.183,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,balanced_pid,0.083,0.024,0.052,1.059,0.235,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-055,TUBE-7B1-055,conservative_pid,3.484,1.071,2.799,10.279,3.569,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,aggressive_pid,0.039,0.013,0.028,0.401,0.185,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,balanced_pid,0.07,0.021,0.049,0.744,0.267,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-056,TUBE-7B1-056,conservative_pid,5.649,0.721,2.631,12.221,3.055,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,aggressive_pid,0.015,0.01,0.029,0.203,0.139,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,balanced_pid,0.09,0.052,0.051,1.015,0.693,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-057,TUBE-7B1-057,conservative_pid,3.752,2.197,2.748,9.393,6.415,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,aggressive_pid,0.0,0.0,0.029,0.0,0.0,0.214,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,balanced_pid,0.092,0.04,0.051,1.223,0.482,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-058,TUBE-7B1-058,conservative_pid,4.597,1.861,2.725,11.466,4.522,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,aggressive_pid,0.039,0.027,0.028,0.524,0.372,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,balanced_pid,0.048,0.033,0.05,0.624,0.443,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-059,TUBE-7B1-059,conservative_pid,4.547,3.225,2.665,10.193,7.226,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,aggressive_pid,0.015,0.006,0.03,0.198,0.074,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,balanced_pid,0.034,0.008,0.052,0.317,0.083,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-060,TUBE-7B1-060,conservative_pid,3.718,0.784,2.791,10.507,2.05,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,aggressive_pid,0.028,0.018,0.029,0.355,0.236,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,balanced_pid,0.103,0.031,0.05,1.276,0.394,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-061,TUBE-7B1-061,conservative_pid,4.858,1.15,2.693,11.957,4.078,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,aggressive_pid,0.016,0.01,0.029,0.214,0.13,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,balanced_pid,0.087,0.06,0.051,1.068,0.65,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-062,TUBE-7B1-062,conservative_pid,3.668,2.374,2.752,9.886,6.017,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,aggressive_pid,0.007,0.013,0.029,0.091,0.182,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,balanced_pid,0.021,0.019,0.05,0.265,0.236,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-063,TUBE-7B1-063,conservative_pid,4.727,2.076,2.697,11.439,5.099,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,aggressive_pid,0.046,0.017,0.029,0.557,0.177,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,balanced_pid,0.095,0.029,0.051,1.135,0.271,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-064,TUBE-7B1-064,conservative_pid,3.929,1.277,2.764,11.014,4.483,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,aggressive_pid,0.019,0.002,0.029,0.262,0.03,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,balanced_pid,0.042,0.012,0.05,0.513,0.158,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-065,TUBE-7B1-065,conservative_pid,5.061,1.109,2.679,11.722,3.884,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,aggressive_pid,0.0,0.0,0.029,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,balanced_pid,0.091,0.062,0.05,1.058,0.581,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-066,TUBE-7B1-066,conservative_pid,4.084,2.629,2.704,10.301,5.956,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-067,TUBE-7B1-067,aggressive_pid,0.049,0.026,0.028,0.683,0.268,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-067,TUBE-7B1-067,balanced_pid,0.065,0.07,0.049,0.885,0.744,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-067,TUBE-7B1-067,conservative_pid,4.869,2.49,2.658,11.68,6.966,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-068,TUBE-7B1-068,aggressive_pid,0.0,0.0,0.029,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-068,TUBE-7B1-068,balanced_pid,0.023,0.056,0.051,0.257,0.711,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-068,TUBE-7B1-068,conservative_pid,3.897,1.977,2.748,11.117,6.921,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-069,TUBE-7B1-069,aggressive_pid,0.0,0.0,0.028,0.0,0.0,0.215,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-069,TUBE-7B1-069,balanced_pid,0.09,0.036,0.05,1.176,0.484,0.402,PASS,Per-task tracking status based on X/Y/Z concept tolerances.
pick_failure_test,TASK-7B1-069,TUBE-7B1-069,conservative_pid,4.961,1.824,2.672,12.235,6.312,4.647,FAIL,Per-task tracking status based on X/Y/Z concept tolerances.
