scenario_id,task_id,tube_id,trial_id,x_rmse_mm,y_rmse_mm,z_rmse_mm,x_max_abs_error_mm,y_max_abs_error_mm,z_max_abs_error_mm,worst_axis,task_status,notes
baseline,TASK-7B1-037,TUBE-7B1-037,1,0.268,0.097,0.322,1.199,0.506,0.635,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-037,TUBE-7B1-037,2,0.272,0.103,0.326,1.26,0.569,0.66,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-037,TUBE-7B1-037,3,0.27,0.097,0.322,1.209,0.432,0.644,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-037,TUBE-7B1-037,4,0.271,0.099,0.325,1.15,0.517,0.637,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-037,TUBE-7B1-037,5,0.27,0.096,0.324,1.272,0.487,0.63,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-038,TUBE-7B1-038,1,0.252,0.058,0.339,2.365,0.214,0.658,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-038,TUBE-7B1-038,2,0.254,0.059,0.342,2.48,0.182,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-038,TUBE-7B1-038,3,0.252,0.059,0.339,2.498,0.187,0.637,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-038,TUBE-7B1-038,4,0.257,0.062,0.34,2.477,0.179,0.625,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-038,TUBE-7B1-038,5,0.253,0.059,0.342,2.403,0.228,0.653,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-039,TUBE-7B1-039,1,0.244,0.061,0.335,1.027,0.215,0.621,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-039,TUBE-7B1-039,2,0.24,0.061,0.339,1.001,0.229,0.641,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-039,TUBE-7B1-039,3,0.241,0.057,0.337,0.937,0.201,0.638,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-039,TUBE-7B1-039,4,0.243,0.064,0.334,1.038,0.205,0.642,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-039,TUBE-7B1-039,5,0.246,0.06,0.335,1.078,0.24,0.625,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-040,TUBE-7B1-040,1,0.266,0.102,0.326,1.006,0.504,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-040,TUBE-7B1-040,2,0.261,0.106,0.325,1.019,0.517,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-040,TUBE-7B1-040,3,0.261,0.107,0.323,0.939,0.553,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-040,TUBE-7B1-040,4,0.266,0.107,0.327,1.054,0.576,0.61,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-040,TUBE-7B1-040,5,0.257,0.103,0.323,0.991,0.487,0.625,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-041,TUBE-7B1-041,1,0.275,0.095,0.326,1.331,0.376,0.637,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-041,TUBE-7B1-041,2,0.272,0.09,0.323,1.362,0.402,0.607,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-041,TUBE-7B1-041,3,0.276,0.094,0.324,1.35,0.36,0.623,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-041,TUBE-7B1-041,4,0.275,0.094,0.323,1.357,0.396,0.635,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-041,TUBE-7B1-041,5,0.271,0.093,0.321,1.319,0.416,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-042,TUBE-7B1-042,1,0.24,0.057,0.337,0.885,0.179,0.62,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-042,TUBE-7B1-042,2,0.239,0.056,0.336,0.944,0.187,0.616,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-042,TUBE-7B1-042,3,0.235,0.056,0.338,0.874,0.169,0.62,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-042,TUBE-7B1-042,4,0.237,0.056,0.339,0.875,0.193,0.616,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-042,TUBE-7B1-042,5,0.235,0.056,0.336,0.881,0.162,0.627,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-043,TUBE-7B1-043,1,0.261,0.055,0.33,1.631,0.206,0.616,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-043,TUBE-7B1-043,2,0.259,0.058,0.331,1.542,0.165,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-043,TUBE-7B1-043,3,0.257,0.056,0.33,1.44,0.216,0.64,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-043,TUBE-7B1-043,4,0.263,0.057,0.331,1.506,0.199,0.602,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-043,TUBE-7B1-043,5,0.257,0.057,0.332,1.535,0.204,0.663,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-044,TUBE-7B1-044,1,0.278,0.139,0.316,1.586,1.083,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-044,TUBE-7B1-044,2,0.276,0.138,0.313,1.621,1.082,0.603,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-044,TUBE-7B1-044,3,0.277,0.144,0.314,1.597,1.043,0.635,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-044,TUBE-7B1-044,4,0.279,0.147,0.313,1.588,1.188,0.627,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-044,TUBE-7B1-044,5,0.277,0.141,0.313,1.688,1.137,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-045,TUBE-7B1-045,1,0.256,0.105,0.324,1.059,0.438,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-045,TUBE-7B1-045,2,0.251,0.108,0.326,0.963,0.429,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-045,TUBE-7B1-045,3,0.25,0.108,0.327,1.016,0.507,0.641,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-045,TUBE-7B1-045,4,0.254,0.111,0.331,1.045,0.497,0.643,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-045,TUBE-7B1-045,5,0.253,0.106,0.329,1.06,0.435,0.646,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-046,TUBE-7B1-046,1,0.269,0.096,0.323,0.96,0.328,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-046,TUBE-7B1-046,2,0.264,0.092,0.321,0.994,0.329,0.615,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-046,TUBE-7B1-046,3,0.263,0.095,0.323,0.951,0.261,0.636,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-046,TUBE-7B1-046,4,0.265,0.095,0.323,1.025,0.295,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-046,TUBE-7B1-046,5,0.266,0.095,0.323,0.971,0.414,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-047,TUBE-7B1-047,1,0.282,0.068,0.337,2.97,0.238,0.636,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-047,TUBE-7B1-047,2,0.283,0.068,0.337,2.953,0.289,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-047,TUBE-7B1-047,3,0.28,0.065,0.338,2.919,0.308,0.621,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-047,TUBE-7B1-047,4,0.287,0.067,0.339,2.972,0.303,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-047,TUBE-7B1-047,5,0.286,0.065,0.34,3.032,0.267,0.642,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-048,TUBE-7B1-048,1,0.246,0.067,0.333,0.993,0.331,0.601,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-048,TUBE-7B1-048,2,0.248,0.064,0.333,0.853,0.263,0.625,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-048,TUBE-7B1-048,3,0.248,0.066,0.333,0.974,0.253,0.615,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-048,TUBE-7B1-048,4,0.251,0.067,0.332,0.951,0.293,0.607,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-048,TUBE-7B1-048,5,0.25,0.068,0.332,0.979,0.253,0.601,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-049,TUBE-7B1-049,1,0.258,0.112,0.321,0.899,0.41,0.615,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-049,TUBE-7B1-049,2,0.257,0.11,0.321,0.931,0.506,0.597,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-049,TUBE-7B1-049,3,0.256,0.108,0.322,0.829,0.341,0.649,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-049,TUBE-7B1-049,4,0.257,0.111,0.324,0.865,0.48,0.636,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-049,TUBE-7B1-049,5,0.259,0.109,0.322,0.85,0.439,0.623,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-050,TUBE-7B1-050,1,0.274,0.106,0.322,1.45,0.547,0.65,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-050,TUBE-7B1-050,2,0.274,0.104,0.321,1.507,0.459,0.628,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-050,TUBE-7B1-050,3,0.275,0.102,0.323,1.537,0.527,0.625,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-050,TUBE-7B1-050,4,0.276,0.105,0.32,1.464,0.49,0.603,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-050,TUBE-7B1-050,5,0.276,0.104,0.318,1.481,0.562,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-051,TUBE-7B1-051,1,0.246,0.08,0.332,0.902,0.334,0.668,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-051,TUBE-7B1-051,2,0.245,0.081,0.334,0.852,0.371,0.616,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-051,TUBE-7B1-051,3,0.246,0.081,0.335,0.942,0.372,0.622,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-051,TUBE-7B1-051,4,0.244,0.083,0.331,0.919,0.322,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-051,TUBE-7B1-051,5,0.243,0.083,0.33,0.855,0.445,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-052,TUBE-7B1-052,1,0.325,0.096,0.327,3.186,1.072,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-052,TUBE-7B1-052,2,0.326,0.101,0.327,3.222,1.133,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-052,TUBE-7B1-052,3,0.326,0.096,0.327,3.312,1.036,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-052,TUBE-7B1-052,4,0.326,0.098,0.327,3.208,1.161,0.608,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-052,TUBE-7B1-052,5,0.328,0.098,0.327,3.253,1.109,0.634,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-053,TUBE-7B1-053,1,0.145,0.115,0.357,0.54,0.48,0.621,z,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-053,TUBE-7B1-053,2,0.149,0.114,0.359,0.709,0.45,0.634,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-053,TUBE-7B1-053,3,0.148,0.114,0.357,0.631,0.409,0.642,z,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-053,TUBE-7B1-053,4,0.142,0.111,0.353,0.555,0.512,0.639,z,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-053,TUBE-7B1-053,5,0.148,0.117,0.357,0.604,0.478,0.62,z,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-054,TUBE-7B1-054,1,0.191,0.104,0.348,1.224,0.427,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-054,TUBE-7B1-054,2,0.194,0.104,0.351,1.131,0.577,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-054,TUBE-7B1-054,3,0.195,0.103,0.35,1.197,0.489,0.653,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-054,TUBE-7B1-054,4,0.192,0.106,0.349,1.183,0.542,0.643,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-054,TUBE-7B1-054,5,0.197,0.105,0.349,1.242,0.49,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-055,TUBE-7B1-055,1,0.167,0.075,0.356,0.901,0.371,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-055,TUBE-7B1-055,2,0.167,0.076,0.358,0.829,0.359,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-055,TUBE-7B1-055,3,0.165,0.07,0.357,0.835,0.409,0.633,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-055,TUBE-7B1-055,4,0.16,0.08,0.357,0.975,0.501,0.63,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-055,TUBE-7B1-055,5,0.171,0.074,0.36,0.89,0.402,0.62,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-056,TUBE-7B1-056,1,0.22,0.07,0.341,0.905,0.318,0.604,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-056,TUBE-7B1-056,2,0.215,0.068,0.344,0.998,0.268,0.636,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-056,TUBE-7B1-056,3,0.212,0.066,0.347,0.919,0.282,0.622,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-056,TUBE-7B1-056,4,0.214,0.071,0.344,0.828,0.35,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-056,TUBE-7B1-056,5,0.212,0.068,0.345,0.96,0.329,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-057,TUBE-7B1-057,1,0.164,0.107,0.353,0.732,0.533,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-057,TUBE-7B1-057,2,0.175,0.105,0.352,0.696,0.542,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-057,TUBE-7B1-057,3,0.17,0.101,0.353,0.792,0.476,0.637,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-057,TUBE-7B1-057,4,0.168,0.107,0.352,0.694,0.503,0.639,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-057,TUBE-7B1-057,5,0.17,0.107,0.35,0.64,0.467,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-058,TUBE-7B1-058,1,0.195,0.089,0.349,0.888,0.325,0.647,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-058,TUBE-7B1-058,2,0.196,0.097,0.35,0.873,0.35,0.628,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-058,TUBE-7B1-058,3,0.193,0.092,0.348,0.831,0.315,0.609,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-058,TUBE-7B1-058,4,0.194,0.096,0.351,0.746,0.432,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-058,TUBE-7B1-058,5,0.193,0.093,0.35,0.833,0.329,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-059,TUBE-7B1-059,1,0.205,0.152,0.34,1.344,0.908,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-059,TUBE-7B1-059,2,0.201,0.151,0.343,1.262,0.911,0.63,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-059,TUBE-7B1-059,3,0.201,0.152,0.34,1.293,0.962,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-059,TUBE-7B1-059,4,0.204,0.148,0.341,1.255,0.898,0.615,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-059,TUBE-7B1-059,5,0.203,0.146,0.338,1.292,0.824,0.63,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-060,TUBE-7B1-060,1,0.171,0.066,0.356,0.787,0.291,0.624,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-060,TUBE-7B1-060,2,0.169,0.064,0.357,0.807,0.291,0.645,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-060,TUBE-7B1-060,3,0.171,0.065,0.357,0.873,0.258,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-060,TUBE-7B1-060,4,0.165,0.066,0.354,0.796,0.286,0.599,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-060,TUBE-7B1-060,5,0.174,0.066,0.359,0.89,0.353,0.622,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-061,TUBE-7B1-061,1,0.282,0.081,0.339,3.067,0.539,0.626,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-061,TUBE-7B1-061,2,0.283,0.086,0.341,3.075,0.55,0.615,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-061,TUBE-7B1-061,3,0.292,0.088,0.343,3.18,0.539,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-061,TUBE-7B1-061,4,0.284,0.083,0.34,3.125,0.458,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-061,TUBE-7B1-061,5,0.287,0.084,0.344,3.165,0.55,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-062,TUBE-7B1-062,1,0.162,0.112,0.347,0.713,0.428,0.605,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-062,TUBE-7B1-062,2,0.167,0.114,0.352,0.776,0.458,0.652,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-062,TUBE-7B1-062,3,0.165,0.113,0.352,0.787,0.584,0.599,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-062,TUBE-7B1-062,4,0.164,0.117,0.35,0.752,0.494,0.623,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-062,TUBE-7B1-062,5,0.161,0.119,0.351,0.77,0.411,0.598,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-063,TUBE-7B1-063,1,0.193,0.106,0.345,0.722,0.369,0.617,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-063,TUBE-7B1-063,2,0.191,0.104,0.345,0.715,0.423,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-063,TUBE-7B1-063,3,0.194,0.104,0.341,0.725,0.4,0.609,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-063,TUBE-7B1-063,4,0.194,0.108,0.346,0.713,0.41,0.618,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-063,TUBE-7B1-063,5,0.193,0.108,0.344,0.822,0.406,0.602,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-064,TUBE-7B1-064,1,0.182,0.093,0.357,0.918,0.763,0.62,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-064,TUBE-7B1-064,2,0.182,0.09,0.353,0.94,0.744,0.603,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-064,TUBE-7B1-064,3,0.18,0.09,0.353,0.854,0.802,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-064,TUBE-7B1-064,4,0.184,0.089,0.355,1.055,0.718,0.623,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-064,TUBE-7B1-064,5,0.18,0.09,0.351,0.916,0.728,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-065,TUBE-7B1-065,1,0.219,0.072,0.341,0.807,0.319,0.619,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-065,TUBE-7B1-065,2,0.221,0.07,0.339,0.801,0.303,0.612,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-065,TUBE-7B1-065,3,0.216,0.07,0.339,0.883,0.373,0.61,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-065,TUBE-7B1-065,4,0.216,0.073,0.341,0.959,0.327,0.614,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-065,TUBE-7B1-065,5,0.218,0.075,0.34,0.903,0.336,0.635,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-066,TUBE-7B1-066,1,0.175,0.123,0.342,0.628,0.5,0.595,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-066,TUBE-7B1-066,2,0.176,0.124,0.344,0.759,0.533,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-066,TUBE-7B1-066,3,0.178,0.124,0.343,0.754,0.459,0.616,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-066,TUBE-7B1-066,4,0.177,0.124,0.346,0.674,0.564,0.606,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-066,TUBE-7B1-066,5,0.174,0.124,0.348,0.753,0.42,0.623,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-067,TUBE-7B1-067,1,0.216,0.123,0.34,1.229,0.556,0.642,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-067,TUBE-7B1-067,2,0.214,0.123,0.339,1.37,0.6,0.618,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-067,TUBE-7B1-067,3,0.218,0.13,0.341,1.388,0.661,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-067,TUBE-7B1-067,4,0.212,0.127,0.341,1.338,0.564,0.636,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-067,TUBE-7B1-067,5,0.212,0.126,0.338,1.32,0.529,0.613,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-068,TUBE-7B1-068,1,0.169,0.108,0.353,0.668,0.533,0.611,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-068,TUBE-7B1-068,2,0.168,0.108,0.352,0.738,0.602,0.627,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-068,TUBE-7B1-068,3,0.166,0.107,0.354,0.745,0.542,0.644,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-068,TUBE-7B1-068,4,0.166,0.105,0.349,0.745,0.483,0.622,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-068,TUBE-7B1-068,5,0.169,0.108,0.352,0.764,0.6,0.631,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-069,TUBE-7B1-069,1,0.229,0.101,0.339,1.506,0.48,0.627,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-069,TUBE-7B1-069,2,0.227,0.102,0.336,1.538,0.568,0.606,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-069,TUBE-7B1-069,3,0.227,0.099,0.338,1.533,0.489,0.61,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-069,TUBE-7B1-069,4,0.229,0.1,0.338,1.557,0.532,0.602,x,PASS,Task-level robustness summary for balanced_pid.
baseline,TASK-7B1-069,TUBE-7B1-069,5,0.225,0.103,0.342,1.419,0.522,0.623,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-001,TUBE-7B1-001,1,0.215,0.182,0.322,0.733,0.638,0.615,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-001,TUBE-7B1-001,2,0.212,0.183,0.323,0.701,0.705,0.612,y,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-001,TUBE-7B1-001,3,0.212,0.188,0.323,0.778,0.85,0.633,y,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-001,TUBE-7B1-001,4,0.212,0.182,0.321,0.771,0.602,0.611,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-001,TUBE-7B1-001,5,0.217,0.182,0.323,0.749,0.64,0.62,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,1,0.245,0.184,0.316,1.195,0.975,0.604,x,PASS,Task-level robustness summary for balanced_pid.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,2,0.24,0.18,0.32,1.049,0.803,0.617,x,PASS,Task-level robustness summary for balanced_pid.
